br:hsa00001	hsa:3101
br:hsa00001	hsa:3098
br:hsa00001	hsa:3099
br:hsa00001	hsa:80201
br:hsa00001	hsa:2645
br:hsa00001	hsa:2821
br:hsa00001	hsa:5213
br:hsa00001	hsa:5214
br:hsa00001	hsa:5211
br:hsa00001	hsa:2203
br:hsa00001	hsa:8789
br:hsa00001	hsa:230
br:hsa00001	hsa:226
br:hsa00001	hsa:229
br:hsa00001	hsa:7167
br:hsa00001	hsa:2597
br:hsa00001	hsa:26330
br:hsa00001	hsa:5232
br:hsa00001	hsa:5230
br:hsa00001	hsa:5223
br:hsa00001	hsa:5224
br:hsa00001	hsa:441531
br:hsa00001	hsa:2027
br:hsa00001	hsa:2026
br:hsa00001	hsa:2023
br:hsa00001	hsa:387712
br:hsa00001	hsa:5315
br:hsa00001	hsa:5313
br:hsa00001	hsa:5161
br:hsa00001	hsa:5160
br:hsa00001	hsa:5162
br:hsa00001	hsa:1737
br:hsa00001	hsa:1738
br:hsa00001	hsa:8050
br:hsa00001	hsa:160287
br:hsa00001	hsa:92483
br:hsa00001	hsa:3939
br:hsa00001	hsa:3945
br:hsa00001	hsa:3948
br:hsa00001	hsa:124
br:hsa00001	hsa:125
br:hsa00001	hsa:126
br:hsa00001	hsa:131
br:hsa00001	hsa:127
br:hsa00001	hsa:128
br:hsa00001	hsa:130
br:hsa00001	hsa:10327
br:hsa00001	hsa:217
br:hsa00001	hsa:224
br:hsa00001	hsa:219
br:hsa00001	hsa:501
br:hsa00001	hsa:223
br:hsa00001	hsa:221
br:hsa00001	hsa:222
br:hsa00001	hsa:220
br:hsa00001	hsa:218
br:hsa00001	hsa:84532
br:hsa00001	hsa:55902
br:hsa00001	hsa:130589
br:hsa00001	hsa:5236
br:hsa00001	hsa:55276
br:hsa00001	hsa:2538
br:hsa00001	hsa:57818
br:hsa00001	hsa:92579
br:hsa00001	hsa:83440
br:hsa00001	hsa:669
br:hsa00001	hsa:9562
br:hsa00001	hsa:5105
br:hsa00001	hsa:5106
br:hsa00001	hsa:1431
br:hsa00001	hsa:47
br:hsa00001	hsa:50
br:hsa00001	hsa:48
br:hsa00001	hsa:3417
br:hsa00001	hsa:3418
br:hsa00001	hsa:3420
br:hsa00001	hsa:3421
br:hsa00001	hsa:3419
br:hsa00001	hsa:55753
br:hsa00001	hsa:4967
br:hsa00001	hsa:1743
br:hsa00001	hsa:8802
br:hsa00001	hsa:8801
br:hsa00001	hsa:8803
br:hsa00001	hsa:6389
br:hsa00001	hsa:6390
br:hsa00001	hsa:6391
br:hsa00001	hsa:6392
br:hsa00001	hsa:2271
br:hsa00001	hsa:4190
br:hsa00001	hsa:4191
br:hsa00001	hsa:5091
br:hsa00001	hsa:2539
br:hsa00001	hsa:25796
br:hsa00001	hsa:9563
br:hsa00001	hsa:5226
br:hsa00001	hsa:6120
br:hsa00001	hsa:729020
br:hsa00001	hsa:7086
br:hsa00001	hsa:84076
br:hsa00001	hsa:8277
br:hsa00001	hsa:6888
br:hsa00001	hsa:22934
br:hsa00001	hsa:51071
br:hsa00001	hsa:64080
br:hsa00001	hsa:221823
br:hsa00001	hsa:5634
br:hsa00001	hsa:5631
br:hsa00001	hsa:9104
br:hsa00001	hsa:414328
br:hsa00001	hsa:132158
br:hsa00001	hsa:2990
br:hsa00001	hsa:9365
br:hsa00001	hsa:10941
br:hsa00001	hsa:79799
br:hsa00001	hsa:7367
br:hsa00001	hsa:10720
br:hsa00001	hsa:54490
br:hsa00001	hsa:54578
br:hsa00001	hsa:54657
br:hsa00001	hsa:54658
br:hsa00001	hsa:54659
br:hsa00001	hsa:7365
br:hsa00001	hsa:54600
br:hsa00001	hsa:7364
br:hsa00001	hsa:54575
br:hsa00001	hsa:54576
br:hsa00001	hsa:54579
br:hsa00001	hsa:7366
br:hsa00001	hsa:54577
br:hsa00001	hsa:7363
br:hsa00001	hsa:574537
br:hsa00001	hsa:7358
br:hsa00001	hsa:7360
br:hsa00001	hsa:51084
br:hsa00001	hsa:9942
br:hsa00001	hsa:231
br:hsa00001	hsa:57016
br:hsa00001	hsa:51181
br:hsa00001	hsa:6652
br:hsa00001	hsa:27294
br:hsa00001	hsa:729920
br:hsa00001	hsa:4351
br:hsa00001	hsa:5373
br:hsa00001	hsa:5372
br:hsa00001	hsa:29925
br:hsa00001	hsa:29926
br:hsa00001	hsa:2762
br:hsa00001	hsa:7264
br:hsa00001	hsa:8790
br:hsa00001	hsa:197258
br:hsa00001	hsa:55556
br:hsa00001	hsa:5207
br:hsa00001	hsa:5208
br:hsa00001	hsa:5209
br:hsa00001	hsa:5210
br:hsa00001	hsa:57103
br:hsa00001	hsa:3795
br:hsa00001	hsa:26007
br:hsa00001	hsa:2584
br:hsa00001	hsa:2592
br:hsa00001	hsa:2582
br:hsa00001	hsa:2720
br:hsa00001	hsa:3938
br:hsa00001	hsa:3906
br:hsa00001	hsa:2683
br:hsa00001	hsa:8704
br:hsa00001	hsa:2717
br:hsa00001	hsa:8972
br:hsa00001	hsa:93432
br:hsa00001	hsa:2548
br:hsa00001	hsa:2595
br:hsa00001	hsa:6476
br:hsa00001	hsa:55586
br:hsa00001	hsa:5167
br:hsa00001	hsa:5169
br:hsa00001	hsa:57733
br:hsa00001	hsa:2998
br:hsa00001	hsa:2997
br:hsa00001	hsa:2992
br:hsa00001	hsa:8908
br:hsa00001	hsa:2632
br:hsa00001	hsa:5836
br:hsa00001	hsa:5837
br:hsa00001	hsa:5834
br:hsa00001	hsa:178
br:hsa00001	hsa:278
br:hsa00001	hsa:279
br:hsa00001	hsa:276
br:hsa00001	hsa:280
br:hsa00001	hsa:277
br:hsa00001	hsa:11181
br:hsa00001	hsa:283209
br:hsa00001	hsa:27159
br:hsa00001	hsa:1118
br:hsa00001	hsa:3073
br:hsa00001	hsa:3074
br:hsa00001	hsa:55577
br:hsa00001	hsa:5238
br:hsa00001	hsa:6675
br:hsa00001	hsa:91373
br:hsa00001	hsa:10020
br:hsa00001	hsa:5973
br:hsa00001	hsa:54187
br:hsa00001	hsa:140838
br:hsa00001	hsa:80896
br:hsa00001	hsa:55907
br:hsa00001	hsa:51706
br:hsa00001	hsa:1727
br:hsa00001	hsa:51700
br:hsa00001	hsa:606495
br:hsa00001	hsa:51167
br:hsa00001	hsa:51005
br:hsa00001	hsa:64841
br:hsa00001	hsa:10007
br:hsa00001	hsa:132789
br:hsa00001	hsa:9945
br:hsa00001	hsa:2673
br:hsa00001	hsa:80146
br:hsa00001	hsa:31
br:hsa00001	hsa:32
br:hsa00001	hsa:98
br:hsa00001	hsa:97
br:hsa00001	hsa:134526
br:hsa00001	hsa:197257
br:hsa00001	hsa:2739
br:hsa00001	hsa:3029
br:hsa00001	hsa:9380
br:hsa00001	hsa:4200
br:hsa00001	hsa:10873
br:hsa00001	hsa:4199
br:hsa00001	hsa:39
br:hsa00001	hsa:38
br:hsa00001	hsa:84693
br:hsa00001	hsa:5095
br:hsa00001	hsa:5096
br:hsa00001	hsa:4594
br:hsa00001	hsa:51179
br:hsa00001	hsa:54363
br:hsa00001	hsa:847
br:hsa00001	hsa:283871
br:hsa00001	hsa:189
br:hsa00001	hsa:2752
br:hsa00001	hsa:6472
br:hsa00001	hsa:6470
br:hsa00001	hsa:2731
br:hsa00001	hsa:275
br:hsa00001	hsa:2653
br:hsa00001	hsa:81888
br:hsa00001	hsa:112817
br:hsa00001	hsa:125061
br:hsa00001	hsa:79611
br:hsa00001	hsa:593
br:hsa00001	hsa:594
br:hsa00001	hsa:1629
br:hsa00001	hsa:34
br:hsa00001	hsa:3030
br:hsa00001	hsa:1962
br:hsa00001	hsa:1892
br:hsa00001	hsa:26275
br:hsa00001	hsa:23417
br:hsa00001	hsa:18
br:hsa00001	hsa:55862
br:hsa00001	hsa:4329
br:hsa00001	hsa:3033
br:hsa00001	hsa:35
br:hsa00001	hsa:116285
br:hsa00001	hsa:123876
br:hsa00001	hsa:341392
br:hsa00001	hsa:54988
br:hsa00001	hsa:6296
br:hsa00001	hsa:348158
br:hsa00001	hsa:142827
br:hsa00001	hsa:79944
br:hsa00001	hsa:2571
br:hsa00001	hsa:2572
br:hsa00001	hsa:7915
br:hsa00001	hsa:3157
br:hsa00001	hsa:3158
br:hsa00001	hsa:3155
br:hsa00001	hsa:54511
br:hsa00001	hsa:5019
br:hsa00001	hsa:64064
br:hsa00001	hsa:65985
br:hsa00001	hsa:622
br:hsa00001	hsa:56898
br:hsa00001	hsa:730249
br:hsa00001	hsa:5289
br:hsa00001	hsa:4534
br:hsa00001	hsa:8776
