ACC,AUC,F-1,MCC,Prec,Sens,Spec,Thres
0.8304093567251462,0.7084677419354839,0.3255813953488372,0.2463612883725894,0.25925925925925924,0.4375,0.8709677419354839,0.02583866398420245
0.8128654970760234,0.5891129032258065,0.2380952380952381,0.14357142294614267,0.19230769230769232,0.3125,0.864516129032258,0.020194085121476336
0.7134502923976608,0.7350806451612903,0.3098591549295775,0.25165055799072084,0.2,0.6875,0.7161290322580646,6.27294185764929e-07
0.543859649122807,0.6858870967741935,0.25000000000000006,0.1914923311311099,0.14772727272727273,0.8125,0.5161290322580645,4.7225978281949736e-07
0.7251461988304093,0.6283422459893049,0.25396825396825395,0.15103544259253124,0.17391304347826086,0.47058823529411764,0.7532467532467533,0.00214505968199799
0.8304093567251462,0.730241935483871,0.35555555555555557,0.28287816031051394,0.27586206896551724,0.5,0.864516129032258,0.12211674411109033
0.7894736842105263,0.6133064516129032,0.25,0.15475863456787048,0.1875,0.375,0.832258064516129,0.002988082574698741
0.6081871345029239,0.6245967741935484,0.22988505747126436,0.13679079627142554,0.14084507042253522,0.625,0.6064516129032258,2.153209163219053e-16
0.8771929824561403,0.6911290322580645,0.39999999999999997,0.33367757762015055,0.3684210526315789,0.4375,0.9225806451612903,0.2591996535972543
0.7076023391812866,0.5359052711993888,0.19354838709677416,0.06774295808880046,0.13333333333333333,0.35294117647058826,0.7467532467532467,0.00029892769472668617
0.5380116959064327,0.6024193548387096,0.21782178217821782,0.12236386731026208,0.12941176470588237,0.6875,0.5225806451612903,1.3172126104062842e-08
0.8011695906432749,0.6459677419354839,0.26086956521739135,0.16857633925054027,0.2,0.375,0.8451612903225807,0.018944950049866023
0.7076023391812866,0.6294354838709677,0.24242424242424243,0.14663741902378766,0.16,0.5,0.7290322580645161,9.773256634571746e-07
0.6783625730994152,0.6080645161290322,0.22535211267605632,0.12268278950996181,0.14545454545454545,0.5,0.6967741935483871,0.00014097804236615032
0.5029239766081871,0.5603514132925898,0.20560747663551399,0.0803449400801685,0.12222222222222222,0.6470588235294118,0.487012987012987,5.3886389931565034e-08
0.695906432748538,0.6665322580645161,0.2571428571428572,0.1705250249057501,0.16666666666666666,0.5625,0.7096774193548387,0.00013637198080568974
0.783625730994152,0.7169354838709677,0.32727272727272727,0.2560801906922269,0.23076923076923078,0.5625,0.8064516129032258,9.57782181816893e-09
0.8245614035087719,0.6024193548387097,0.25,0.15923215710140923,0.20833333333333334,0.3125,0.8774193548387097,7.732032694384495e-18
0.5146198830409356,0.6471774193548386,0.22429906542056077,0.14026674845859877,0.13186813186813187,0.75,0.49032258064516127,3.930782446994498e-08
0.8245614035087719,0.7467532467532467,0.375,0.30022774662117224,0.2903225806451613,0.5294117647058824,0.8571428571428571,0.0005672653285536269
0.7602339181286549,0.7500000000000001,0.3492063492063492,0.296967094547313,0.23404255319148937,0.6875,0.7677419354838709,0.0001388070346436246
0.7894736842105263,0.735483870967742,0.30769230769230765,0.22812937284069357,0.2222222222222222,0.5,0.8193548387096774,0.010843091117900619
0.8128654970760234,0.707258064516129,0.3333333333333333,0.25773033305466364,0.25,0.5,0.8451612903225807,8.2055939808488e-05
0.4444444444444444,0.6415322580645162,0.2276422764227642,0.16549186811204636,0.1308411214953271,0.875,0.4,2.733477098269579e-08
0.6081871345029239,0.6596638655462185,0.26373626373626374,0.18316139996164374,0.16216216216216217,0.7058823529411765,0.5974025974025974,3.167043802158735e-06
0.5497076023391813,0.6790322580645162,0.26666666666666666,0.22800478655625347,0.15730337078651685,0.875,0.5161290322580645,1.188092371753175e-13
0.7485380116959064,0.5713709677419355,0.2181818181818182,0.11250736246806034,0.15384615384615385,0.375,0.7870967741935484,0.002011425407049008
0.45614035087719296,0.6516129032258065,0.2184873949579832,0.13796500326923294,0.1262135922330097,0.8125,0.41935483870967744,1.6083273782973146e-10
0.6842105263157895,0.584274193548387,0.22857142857142856,0.12732535192962674,0.14814814814814814,0.5,0.7032258064516129,7.225807124033633e-05
0.6140350877192983,0.5595874713521772,0.21428571428571425,0.09365287179308586,0.13432835820895522,0.5294117647058824,0.6233766233766234,1.9955957238929328e-07
0.6900584795321637,0.739516129032258,0.29333333333333333,0.2314614840384863,0.1864406779661017,0.6875,0.6903225806451613,0.0001701744538790469
0.6374269005847953,0.625,0.225,0.12496819952742505,0.140625,0.5625,0.6451612903225806,0.00018501169132368936
0.7660818713450293,0.6375000000000001,0.25925925925925924,0.1663687814121731,0.18421052631578946,0.4375,0.8,0.003594564862246469
0.6842105263157895,0.6620967741935485,0.2702702702702703,0.19396693091229955,0.1724137931034483,0.625,0.6903225806451613,4.3615512060044074e-05
0.8654970760233918,0.579449961802903,0.30303030303030304,0.2288009868193995,0.3125,0.29411764705882354,0.9285714285714286,0.4252654074967849
0.7076023391812866,0.6649193548387097,0.24242424242424243,0.14663741902378766,0.16,0.5,0.7290322580645161,6.385195302969902e-07
0.5321637426900585,0.6012096774193548,0.19999999999999998,0.08597179127829246,0.11904761904761904,0.625,0.5225806451612903,2.412792961518163e-08
0.7368421052631579,0.6725806451612903,0.26229508196721313,0.17280552986543496,0.17777777777777778,0.5,0.7612903225806451,4.0339048880758756e-05
0.4619883040935672,0.6262096774193548,0.20689655172413793,0.10771679427645356,0.12,0.75,0.432258064516129,5.034923938529524e-10
0.8947368421052632,0.6440030557677616,0.30769230769230765,0.27178841313786783,0.4444444444444444,0.23529411764705882,0.9675324675324676,0.8331336312207657
0.8187134502923976,0.6838709677419356,0.3404255319148936,0.2657943713419727,0.25806451612903225,0.5,0.8516129032258064,0.020393263622895015
0.631578947368421,0.5661290322580645,0.22222222222222224,0.12071607167705758,0.13846153846153847,0.5625,0.6387096774193548,3.544649870221591e-07
0.7543859649122807,0.6350806451612903,0.27586206896551724,0.1898733001514029,0.19047619047619047,0.5,0.7806451612903226,5.282257798830913e-15
0.7192982456140351,0.6391129032258064,0.25,0.15680223027043103,0.16666666666666666,0.5,0.7419354838709677,6.736008482805066e-07
0.8128654970760234,0.6711229946524064,0.3043478260869565,0.2144098173680824,0.2413793103448276,0.4117647058823529,0.8571428571428571,0.015672682567124684
0.4502923976608187,0.6858870967741935,0.22950819672131148,0.16885735076269778,0.1320754716981132,0.875,0.4064516129032258,1.0632462200492327e-08
0.8128654970760234,0.6443548387096775,0.2727272727272727,0.18342349468441307,0.21428571428571427,0.375,0.8580645161290322,0.04755430881027518
0.695906432748538,0.5967741935483872,0.23529411764705882,0.13682447700070427,0.15384615384615385,0.5,0.7161290322580646,0.00227190074998321
0.8245614035087719,0.610483870967742,0.3181818181818182,0.2376889230426045,0.25,0.4375,0.864516129032258,0.032205119053436725
0.8187134502923976,0.679144385026738,0.3673469387755102,0.2915787503677522,0.28125,0.5294117647058824,0.8506493506493507,0.005958318496458592
