ANOVA-ANN,ANOVA-LR,ANOVA-RF,ANOVA-SVM,KPCA-ANN,KPCA-LR,KPCA-RF,KPCA-SVM,PCA-ANN,PCA-LR,PCA-RF,PCA-SVM
0.7125,0.7705645161290322,0.780241935483871,0.7528225806451613,0.6923387096774194,0.7495967741935484,0.707258064516129,0.8201612903225806,0.6294354838709677,0.6995967741935484,0.6354838709677418,0.7266129032258064
0.6403225806451612,0.653225806451613,0.6584677419354839,0.6379032258064516,0.6423387096774194,0.6935483870967742,0.6375,0.6439516129032258,0.6080645161290322,0.5641129032258065,0.5447580645161291,0.5750000000000001
0.6917494270435447,0.7058823529411765,0.6944232238349886,0.7024446142093199,0.6153552330022918,0.6424751718869366,0.6107715813598166,0.6886936592818946,0.5603514132925898,0.6363636363636364,0.5427807486631017,0.6466768525592055
0.6205645161290322,0.6431451612903226,0.6145161290322579,0.6697580645161291,0.6625,0.6951612903225807,0.7298387096774194,0.6354838709677421,0.6665322580645161,0.6262096774193548,0.6669354838709677,0.6379032258064516
0.744758064516129,0.7536290322580645,0.7294354838709677,0.7536290322580645,0.7108870967741936,0.7298387096774194,0.6056451612903226,0.7334677419354839,0.7169354838709677,0.7233870967741935,0.6560483870967742,0.7237903225806451
0.5516129032258065,0.6233870967741936,0.6516129032258065,0.6197580645161291,0.6282258064516129,0.6310483870967741,0.6173387096774193,0.6221774193548388,0.6024193548387097,0.6322580645161291,0.6108870967741936,0.6326612903225808
0.6665322580645161,0.6592741935483871,0.6592741935483871,0.6806451612903226,0.665725806451613,0.6786290322580645,0.659274193548387,0.6705645161290322,0.6471774193548386,0.6233870967741935,0.6354838709677421,0.675
0.728418640183346,0.7891520244461421,0.7815126050420168,0.7883880825057296,0.7593582887700535,0.7887700534759359,0.7799847211611918,0.7887700534759359,0.7467532467532467,0.7941176470588235,0.6440030557677616,0.7532467532467533
0.769758064516129,0.7790322580645161,0.755241935483871,0.7745967741935484,0.7415322580645163,0.7512096774193548,0.5705645161290323,0.764516129032258,0.7500000000000001,0.7487903225806453,0.8052419354838709,0.7725806451612903
0.7209677419354839,0.6600806451612904,0.6701612903225806,0.6995967741935484,0.6810483870967742,0.6411290322580645,0.6483870967741935,0.6806451612903227,0.735483870967742,0.6411290322580645,0.6326612903225807,0.6713709677419355
0.6145161290322579,0.6689516129032258,0.6322580645161291,0.6705645161290321,0.6415322580645161,0.6133064516129033,0.7012096774193548,0.6701612903225805,0.707258064516129,0.7080645161290322,0.6653225806451613,0.7100806451612903
0.644758064516129,0.7100806451612903,0.6967741935483871,0.7064516129032258,0.6165322580645162,0.657258064516129,0.6520161290322581,0.6891129032258064,0.6415322580645162,0.6689516129032258,0.6241935483870967,0.6709677419354838
0.6462948815889993,0.7116119174942704,0.7009167303284951,0.7272727272727273,0.6650114591291062,0.6810542398777693,0.5603514132925898,0.6741787624140565,0.6596638655462185,0.6558441558441559,0.6195569136745607,0.6271963330786859
0.6697580645161291,0.7887096774193548,0.7088709677419355,0.8044354838709677,0.6544354838709677,0.7318548387096774,0.6705645161290322,0.7762096774193548,0.6790322580645162,0.7915322580645161,0.6762096774193549,0.6375000000000001
0.6637096774193548,0.7108870967741936,0.707258064516129,0.6975806451612903,0.6419354838709677,0.6919354838709677,0.6995967741935484,0.6879032258064516,0.5713709677419355,0.6733870967741936,0.5895161290322581,0.6451612903225806
0.6620967741935484,0.7274193548387097,0.7524193548387097,0.7330645161290322,0.7048387096774194,0.7237903225806451,0.6947580645161291,0.7991935483870968,0.6516129032258065,0.7387096774193549,0.6391129032258065,0.6737903225806452
0.5439516129032258,0.5379032258064516,0.5645161290322579,0.5762096774193548,0.5596774193548387,0.5600806451612904,0.5479838709677419,0.6096774193548387,0.584274193548387,0.5370967741935484,0.5870967741935483,0.5963709677419355
0.6546982429335371,0.6886936592818946,0.677616501145913,0.6871657754010695,0.6386554621848739,0.6825821237585943,0.6669213139801375,0.6810542398777693,0.5595874713521772,0.6417112299465241,0.6363636363636365,0.6558441558441559
0.8245967741935484,0.8157258064516129,0.8213709677419354,0.8693548387096774,0.7729838709677419,0.7899193548387097,0.6826612903225807,0.8641129032258064,0.7395161290322579,0.7903225806451613,0.7516129032258064,0.8266129032258065
0.6016129032258064,0.6169354838709677,0.5459677419354838,0.6383064516129032,0.6383064516129032,0.5673387096774194,0.5955645161290323,0.5290322580645161,0.625,0.621774193548387,0.5717741935483871,0.5294354838709677
0.5971774193548387,0.6443548387096775,0.6669354838709677,0.6846774193548387,0.6245967741935483,0.6576612903225807,0.5713709677419355,0.6725806451612903,0.6375000000000001,0.6991935483870967,0.5661290322580645,0.6415322580645162
0.6584677419354839,0.7153225806451613,0.7270161290322581,0.6975806451612903,0.6604838709677419,0.6709677419354839,0.7153225806451614,0.7185483870967743,0.6620967741935485,0.6338709677419355,0.6052419354838711,0.7435483870967743
0.5511841100076394,0.6046600458365164,0.6000763941940412,0.606951871657754,0.5611153552330023,0.6424751718869366,0.6321619556913675,0.648968678380443,0.579449961802903,0.5989304812834224,0.6241405653170359,0.6138273491214667
0.7193548387096774,0.7435483870967742,0.7379032258064515,0.7584677419354839,0.7375,0.7415322580645161,0.692741935483871,0.7806451612903226,0.6649193548387097,0.7129032258064516,0.6842741935483871,0.7391129032258064
0.6576612903225807,0.6564516129032257,0.6294354838709677,0.6786290322580646,0.6012096774193548,0.5987903225806451,0.5923387096774194,0.6532258064516129,0.6012096774193548,0.6629032258064516,0.6133064516129032,0.646774193548387
0.7915322580645162,0.7076612903225806,0.6826612903225806,0.707258064516129,0.7145161290322579,0.7270161290322581,0.7584677419354839,0.7258064516129032,0.6725806451612903,0.7258064516129032,0.7133064516129032,0.6782258064516129
0.6713709677419354,0.6810483870967742,0.6979838709677418,0.6713709677419355,0.6008064516129032,0.6846774193548386,0.6665322580645161,0.6745967741935484,0.6262096774193548,0.7129032258064516,0.5766129032258065,0.6463709677419355
0.618411000763942,0.7055003819709702,0.7016806722689075,0.7146676852559205,0.6600458365164248,0.6894576012223069,0.6669213139801374,0.7754010695187166,0.6440030557677616,0.7047364400305577,0.6921313980137509,0.7547746371275783
0.6770161290322582,0.7012096774193548,0.7084677419354839,0.7052419354838709,0.6096774193548387,0.6588709677419355,0.7274193548387096,0.744758064516129,0.6838709677419356,0.6983870967741935,0.6713709677419354,0.6850806451612904
0.6104838709677419,0.5596774193548386,0.5435483870967741,0.590725806451613,0.6124999999999999,0.5608870967741936,0.7173387096774193,0.6431451612903225,0.5661290322580645,0.6588709677419355,0.5411290322580645,0.6205645161290322
0.7040322580645162,0.7036290322580645,0.7330645161290323,0.7008064516129032,0.6834677419354839,0.7129032258064516,0.6939516129032258,0.8064516129032258,0.6350806451612903,0.7008064516129032,0.7717741935483872,0.7701612903225806
0.6254032258064517,0.7205645161290323,0.7205645161290322,0.7362903225806452,0.665725806451613,0.6810483870967741,0.7133064516129033,0.7161290322580646,0.6391129032258064,0.7080645161290322,0.6040322580645162,0.6967741935483871
0.7234530175706646,0.7070282658517953,0.6810542398777693,0.7024446142093199,0.5859434682964095,0.6390374331550802,0.6237585943468297,0.6546982429335371,0.6711229946524064,0.6627196333078685,0.6883116883116883,0.6222307104660045
0.6217741935483871,0.6669354838709677,0.6983870967741935,0.6713709677419355,0.7088709677419355,0.6935483870967741,0.7157258064516129,0.6701612903225806,0.6858870967741935,0.7306451612903225,0.6951612903225806,0.594758064516129
0.7979838709677419,0.730241935483871,0.6786290322580645,0.7620967741935485,0.6633064516129032,0.6782258064516129,0.6919354838709677,0.7020161290322581,0.6443548387096775,0.7298387096774194,0.6479838709677419,0.6568548387096774
0.7705645161290323,0.7362903225806452,0.7685483870967742,0.7423387096774193,0.6068548387096775,0.691532258064516,0.6520161290322579,0.7677419354838709,0.5967741935483872,0.7169354838709677,0.6830645161290323,0.7217741935483871
0.5915322580645161,0.6544354838709677,0.6338709677419355,0.6471774193548387,0.6064516129032258,0.6266129032258064,0.7225806451612904,0.6161290322580645,0.610483870967742,0.6096774193548387,0.6342741935483871,0.6443548387096775
0.6310160427807487,0.6661573720397249,0.6768525592055004,0.673414820473644,0.6932773109243697,0.6818181818181819,0.6054239877769291,0.6462948815889993,0.6791443850267379,0.6355996944232238,0.6730328495034377,0.7070282658517952
